Date,Value
2015-01-29,-988305.658438
2015-01-28,-981474.709868
2015-01-27,-960676.421104
2015-01-26,-857483.801626
2015-01-25,-775360.228714
2015-01-24,-737056.14661
2015-01-23,-719324.301481
2015-01-22,-873978.571708
2015-01-21,-734054.051895
2015-01-20,-635899.672546
2015-01-19,-819654.525801
2015-01-18,-783952.900887
2015-01-17,-672643.226088
2015-01-16,-761666.63704
2015-01-15,-754322.746249
2015-01-14,-663485.471505
2015-01-13,-602750.098153
2015-01-12,-1098187.21522
2015-01-11,-996626.017823
2015-01-10,-975657.507879
2015-01-09,-1047371.1172
2015-01-08,-930199.164095
2015-01-07,-1020449.43667
2015-01-06,-1082881.27442
2015-01-05,-1157863.51127
2015-01-04,-1118862.84316
2015-01-03,-1235953.43245
2015-01-02,-1261208.43928
2015-01-01,-1307628.42895
2014-12-31,-1225973.6977
2014-12-30,-1138410.62792
2014-12-29,-1324296.74893
2014-12-28,-1321738.95358
2014-12-27,-1251693.91098
2014-12-26,-1175733.55985
2014-12-25,-1346004.02178
2014-12-24,-1232591.02315
2014-12-23,-1359933.06913
2014-12-22,-1068044.24404
2014-12-21,-1181414.46892
2014-12-20,-1143891.1768
2014-12-19,-980109.698293
2014-12-18,-1099018.38869
2014-12-17,-1005880.8533
2014-12-16,-1114715.82949
2014-12-15,-1341762.16899
2014-12-14,-1162042.57391
2014-12-13,-1248519.41875
2014-12-12,-1256455.13384
2014-12-11,-1286520.69597
2014-12-10,-1434532.7965
2014-12-09,-1212024.64832
2014-12-08,-1371655.02349
2014-12-07,-1141882.55097
2014-12-06,-1351564.05754
2014-12-05,-1397295.12253
2014-12-04,-1369956.5788
2014-12-03,-1139067.71347
2014-12-02,-1350422.77184
2014-12-01,-1359304.13284
2014-11-30,-1461846.59551
2014-11-29,-1419651.2499
2014-11-28,-1453080.64971
2014-11-27,-1215938.72903
2014-11-26,-1323058.5465
2014-11-25,-1214643.73329
2014-11-24,-1483200.2664
2014-11-23,-1275378.18495
2014-11-22,-1417042.60148
2014-11-21,-1101714.71359
2014-11-20,-1234155.83738
2014-11-19,-1278557.12265
2014-11-18,-1419675.53132
2014-11-17,-1432701.70546
2014-11-16,-1386415.90443
2014-11-15,-1394987.19851
2014-11-14,-1442024.46616
2014-11-13,-1477529.2154
2014-11-12,-1445645.91597
2014-11-11,-1281883.41501
2014-11-10,-1479849.06604
2014-11-09,-1232906.11357
2014-11-08,-1344825.50437
2014-11-07,-1227279.18385
2014-11-06,-1256617.29212
2014-11-05,-1363362.00132
2014-11-04,-1342181.73757
2014-11-03,-1258332.36891
2014-11-02,-1334231.50867
2014-11-01,-1305248.30923
2014-10-31,-1597960.51901
2014-10-30,-1452682.25344
2014-10-29,-1232050.54584
2014-10-28,-1326154.84018
2014-10-27,-1323396.82846
2014-10-26,-1151322.84587
2014-10-25,-1321747.54039
2014-10-24,-1456050.90666
2014-10-23,-1296683.35447
2014-10-22,-1641490.28258
2014-10-21,-1349472.03379
2014-10-20,-1323364.1407
2014-10-19,-1299106.38058
2014-10-18,-1642049.99629
2014-10-17,-1278025.8876
2014-10-16,-1412967.01495
2014-10-15,-1442969.23123
2014-10-14,-1436223.16524
2014-10-13,-1454186.55992
2014-10-12,-1345832.42651
2014-10-11,-1283179.76337
2014-10-10,-1422091.86204
2014-10-09,-1340177.39726
2014-10-08,-1129473.35988
2014-10-07,-1244004.46623
2014-10-06,-1320727.44707
2014-10-05,-1303474.19052
2014-10-04,-1196798.40091
2014-10-03,-1277964.67628
2014-10-02,-1386207.57874
2014-10-01,-1391736.10526
2014-09-30,-1449426.55623
2014-09-29,-1313317.25353
2014-09-28,-1316289.31419
2014-09-27,-1277820.32677
2014-09-26,-1510183.93927
2014-09-25,-1657589.11151
2014-09-24,-1754236.62855
2014-09-23,-1591914.87044
2014-09-22,-1569481.20789
2014-09-21,-1773576.72296
2014-09-20,-1793154.16115
2014-09-19,-1611057.7077
2014-09-18,-1975043.75328
2014-09-17,-2111300.48884
2014-09-16,-1970404.60991
2014-09-15,-1752931.72579
2014-09-14,-2015879.73298
2014-09-13,-2118640.66016
2014-09-12,-1888566.67077
2014-09-11,-1894631.40697
2014-09-10,-1884504.1911
2014-09-09,-1533316.92489
2014-09-08,-1817636.27707
2014-09-07,-1961186.42113
2014-09-06,-2015531.3927
2014-09-05,-1804808.70759
2014-09-04,-2023628.08552
2014-09-03,-1873886.46008
2014-09-02,-1723529.15509
2014-09-01,-1804739.23281
2014-08-31,-2325839.80201
2014-08-30,-2161772.88491
2014-08-29,-2119525.92489
2014-08-28,-2299558.72452
2014-08-27,-2066252.60119
2014-08-26,-2121361.06143
2014-08-25,-1680476.84532
2014-08-24,-2089653.53066
2014-08-23,-1973085.26662
2014-08-22,-2080333.23403
2014-08-21,-2201996.05669
2014-08-20,-1997736.95538
2014-08-19,-2504347.25968
2014-08-18,-2043330.55797
2014-08-17,-2010658.79545
2014-08-16,-2168493.21939
2014-08-15,-2024535.33724
2014-08-14,-2210466.66717
2014-08-13,-2152367.89719
2014-08-12,-2570089.20482
2014-08-11,-2627548.25033
2014-08-10,-2630060.64269
2014-08-09,-2539912.89847
2014-08-08,-2365399.58978
2014-08-07,-2298329.78896
2014-08-06,-2217098.93191
2014-08-05,-1907642.82846
2014-08-04,-1998544.53902
2014-08-03,-2236267.2122
2014-08-02,-2493929.5557
2014-08-01,-2295871.58761
2014-07-31,-2249639.43169
2014-07-30,-2502747.03983
2014-07-29,-2159892.63036
2014-07-28,-1989968.06665
2014-07-27,-2379653.07108
2014-07-26,-2079914.20762
2014-07-25,-2359020.29869
2014-07-24,-2233003.13803
2014-07-23,-2263348.14863
2014-07-22,-2212818.45298
2014-07-21,-2300092.49137
2014-07-20,-2645092.94348
2014-07-19,-2706358.62022
2014-07-18,-2496383.54566
2014-07-17,-2668173.70722
2014-07-16,-2547715.59536
2014-07-15,-2142534.57488
2014-07-14,-2250581.10296
2014-07-13,-2423082.74518
2014-07-12,-2601220.0811
2014-07-11,-2356651.29512
2014-07-10,-2379195.2663
2014-07-09,-2476280.79998
2014-07-08,-2518365.34294
2014-07-07,-2154883.27365
2014-07-06,-2357606.69538
2014-07-05,-2399336.75157
2014-07-04,-2535231.27376
2014-07-03,-2134295.81622
2014-07-02,-2263668.33112
2014-07-01,-2249761.34494
2014-06-30,-1930736.14559
2014-06-29,-2587328.87767
2014-06-28,-2785450.83411
2014-06-27,-2747371.08031
2014-06-26,-2426001.19622
2014-06-25,-2629997.93545
2014-06-24,-2891605.90556
2014-06-23,-2330557.02254
2014-06-22,-2870467.81856
2014-06-21,-2787038.06012
2014-06-20,-2737474.43751
2014-06-19,-2273671.25738
2014-06-18,-2562154.19589
2014-06-17,-2652377.61739
2014-06-16,-3013003.46572
2014-06-15,-2601044.33574
2014-06-14,-2449295.61001
2014-06-13,-2437285.46391
2014-06-12,-2383376.41642
2014-06-11,-2328951.74509
2014-06-10,-2867838.98591
2014-06-09,-2206472.91315
2014-06-08,-2439321.39351
2014-06-07,-2496729.75614
2014-06-06,-2418853.10706
2014-06-05,-2379793.53226
2014-06-04,-2941412.01366
2014-06-03,-3158084.55728
2014-06-02,-2819024.92503
2014-06-01,-3013324.19115
2014-05-31,-2351543.49063
2014-05-30,-2474449.16578
2014-05-29,-1853161.31155
2014-05-28,-2533802.22934
2014-05-27,-1869354.64997
2014-05-26,-2460441.11904
2014-05-25,-2165121.04001
2014-05-24,-2184071.12603
2014-05-23,-2076653.50104
2014-05-22,-2180370.53709
2014-05-21,-2195601.72654
2014-05-20,-2164260.72568
2014-05-19,-1970621.77825
2014-05-18,-1717497.96291
2014-05-17,-2050143.73622
2014-05-16,-2039866.64872
2014-05-15,-1857581.46881
2014-05-14,-1672697.96978
2014-05-13,-1859809.06818
2014-05-12,-1727261.72733
2014-05-11,-1801193.73708
2014-05-10,-1997041.44897
2014-05-09,-1868711.18256
2014-05-08,-1715853.83643
2014-05-07,-1814122.41492
2014-05-06,-1994488.68378
2014-05-05,-1331676.80611
2014-05-04,-1653236.68322
2014-05-03,-1559416.98337
2014-05-02,-1896766.88886
2014-05-01,-1926513.96469
2014-04-30,-1633221.9179
2014-04-29,-1762966.2196
2014-04-28,-1849533.87713
2014-04-27,-1832455.33278
2014-04-26,-2059383.68581
2014-04-25,-1875901.5386
2014-04-24,-1799656.50523
2014-04-23,-2124978.32297
2014-04-22,-1891716.87853
2014-04-21,-2191248.20156
2014-04-20,-2120412.18403
2014-04-19,-2030440.5685
2014-04-18,-1866106.24319
2014-04-17,-2145687.77487
2014-04-16,-1897657.54003
2014-04-15,-2380275.20363
2014-04-14,-2055264.41555
2014-04-13,-2011106.15055
2014-04-12,-1695705.22814
2014-04-11,-1588026.91493
2014-04-10,-1745832.49753
2014-04-09,-1600354.16358
2014-04-08,-1764017.91781
2014-04-07,-1628024.63475
2014-04-06,-1627614.10138
2014-04-05,-2016490.80188
2014-04-04,-2235131.7713
2014-04-03,-2314821.8394
2014-04-02,-2052299.69677
2014-04-01,-2139790.04737
2014-03-31,-1913938.74782
2014-03-30,-1667772.3249
2014-03-29,-2132288.51113
2014-03-28,-2294802.89703
2014-03-27,-2164683.1137
2014-03-26,-2304388.83981
2014-03-25,-2181215.56378
2014-03-24,-2838624.59082
2014-03-23,-2898380.23967
2014-03-22,-2442665.3078
2014-03-21,-2615723.24401
2014-03-20,-2455178.51958
2014-03-19,-2350037.1938
2014-03-18,-2266224.92962
2014-03-17,-2770847.61697
2014-03-16,-2501418.50096
2014-03-15,-2776272.40264
2014-03-14,-2202817.6157
2014-03-13,-2705478.19701
2014-03-12,-2685725.07965
2014-03-11,-2606554.71044
2014-03-10,-2556730.5086
2014-03-09,-2608064.40154
2014-03-08,-2656468.40381
2014-03-07,-2585728.20762
2014-03-06,-2651155.94369
2014-03-05,-2666245.76653
2014-03-04,-2342342.85098
2014-03-03,-2356238.25228
2014-03-02,-2079338.20153
2014-03-01,-2106036.01655
2014-02-28,-2707623.99739
2014-02-27,-2654377.08911
2014-02-26,-2640156.19972
2014-02-25,-2234252.95098
2014-02-24,-2472130.82417
2014-02-23,-2844419.1789
2014-02-22,-2468726.70871
2014-02-21,-2369550.59784
2014-02-20,-2482346.63215
2014-02-19,-2970756.47693
2014-02-18,-2601515.10149
2014-02-17,-2656350.22929
2014-02-16,-3001450.09427
2014-02-15,-2922434.97893
2014-02-14,-3197742.5654
2014-02-13,-2844078.97048
2014-02-12,-2774129.91838
2014-02-11,-2789228.61078
2014-02-10,-2534775.75456
2014-02-09,-2672397.3706
2014-02-08,-3084397.96295
2014-02-07,-3052375.78926
2014-02-06,-3236504.43541
2014-02-05,-3408894.08392
2014-02-04,-3407215.64895
2014-02-03,-3936831.10826
2014-02-02,-3638911.62412
2014-02-01,-4008242.37787
2014-01-31,-3680226.85969
2014-01-30,-3186786.23825
2014-01-29,-3163178.15492
2014-01-28,-3309765.56777
2014-01-27,-3117389.99262
2014-01-26,-3297718.35444
2014-01-25,-3113263.8702
2014-01-24,-3853180.97539
2014-01-23,-3604900.76985
2014-01-22,-3850658.18826
2014-01-21,-3523427.76073
2014-01-20,-3793879.23024
2014-01-19,-3821746.53755
2014-01-18,-3255919.50994
2014-01-17,-3021378.89717
2014-01-16,-4143425.53602
2014-01-15,-3607399.74637
2014-01-14,-3149516.2732
2014-01-13,-4089817.64966
2014-01-12,-4032410.89495
2014-01-11,-4604200.44771
2014-01-10,-4168049.80818
2014-01-09,-3651015.12678
2014-01-08,-4052760.95532
2014-01-07,-4041666.54453
2014-01-06,-4106123.43148
2014-01-05,-4020134.97355
2014-01-04,-3032378.02798
2014-01-03,-3273563.66517
2014-01-02,-2757545.12701
2014-01-01,-3727640.67268
2013-12-31,-3080117.87903
2013-12-30,-3573611.53241
2013-12-29,-2672270.26502
2013-12-28,-2868320.18014
2013-12-27,-3120681.58586
2013-12-26,-3277879.95947
2013-12-25,-2821502.76535
2013-12-24,-2677985.55003
2013-12-23,-2536284.38886
2013-12-22,-2636451.92496
2013-12-21,-2486934.02544
2013-12-20,-3322277.82016
2013-12-19,-3515875.23967
2013-12-18,-3014177.48283
2013-12-17,-3446206.19095
2013-12-16,-3410991.13862
2013-12-15,-3764796.64217
2013-12-14,-4312069.36855
